NO2(GT),PT08.S4(NO2),T,RH,AH,Day,Month,Year,Hour,Weekday
165.0,2059.0,30.1,32.8,1.3795,09,06,2004,10,0
159.0,1972.0,34.7,25.9,1.4069,09,06,2004,11,0
174.0,2000.0,37.2,23.2,1.4478,09,06,2004,12,0
125.0,1610.0,40.3,14.2,1.0494,09,06,2004,16,0
194.0,2008.0,39.6,16.7,1.1867,09,06,2004,17,0
206.0,2195.0,33.7,27.7,1.4213,09,06,2004,19,0
107.0,1763.0,26.5,38.6,1.3154,09,06,2004,22,0
84.0,1654.0,25.4,40.1,1.2822,09,06,2004,23,0
61.0,1607.0,24.1,43.3,1.2839,10,06,2004,00,2
42.0,1527.0,23.9,45.6,1.3328,10,06,2004,01,2
50.0,1488.0,20.1,57.3,1.3352,10,06,2004,04,2
76.0,1607.0,19.5,59.4,1.3328,10,06,2004,05,2
78.0,1711.0,20.0,56.6,1.3095,10,06,2004,06,2
104.0,2087.0,21.7,53.9,1.3848,10,06,2004,07,2
139.0,2525.0,23.7,49.0,1.4152,10,06,2004,08,2
166.0,2316.0,25.9,44.3,1.4544,10,06,2004,09,2
151.0,1981.0,30.1,34.3,1.4414,10,06,2004,10,2
134.0,1868.0,33.5,27.2,1.3859,10,06,2004,11,2
148.0,1935.0,35.4,26.1,1.4806,10,06,2004,12,2
144.0,1944.0,39.7,18.7,1.3306,10,06,2004,14,2
139.0,1792.0,40.0,18.8,1.363,10,06,2004,16,2
178.0,2054.0,38.9,18.8,1.29,10,06,2004,17,2
206.0,2183.0,35.8,22.1,1.2792,10,06,2004,18,2
180.0,2146.0,30.9,28.2,1.2388,10,06,2004,20,2
116.0,1758.0,27.5,32.6,1.176,10,06,2004,21,2
118.0,1826.0,26.3,34.3,1.1605,10,06,2004,22,2
115.0,1813.0,25.5,34.1,1.0968,10,06,2004,23,2
96.0,1710.0,24.7,39.3,1.2065,11,06,2004,00,5
86.0,1628.0,24.2,39.5,1.1764,11,06,2004,01,5
65.0,1435.0,24.8,37.8,1.1639,11,06,2004,02,5
53.0,1407.0,22.0,44.3,1.1553,11,06,2004,04,5
74.0,1491.0,19.3,51.4,1.1364,11,06,2004,05,5
69.0,1608.0,19.8,50.4,1.1525,11,06,2004,06,5
134.0,2397.0,22.8,42.7,1.1667,11,06,2004,08,5
148.0,2104.0,25.6,35.8,1.1548,11,06,2004,09,5
111.0,1759.0,35.9,19.6,1.1422,11,06,2004,12,5
110.0,1769.0,37.2,18.2,1.1389,11,06,2004,13,5
110.0,1689.0,37.3,16.6,1.0435,11,06,2004,14,5
120.0,1668.0,36.4,15.1,0.9005,11,06,2004,16,5
142.0,1691.0,35.4,14.7,0.8323,11,06,2004,17,5
158.0,1851.0,29.1,22.0,0.8702,11,06,2004,20,5
127.0,1683.0,25.3,24.6,0.7796,11,06,2004,22,5
97.0,1430.0,24.9,27.2,0.8429,11,06,2004,23,5
91.0,1543.0,23.5,32.2,0.922,12,06,2004,00,0
68.0,1453.0,23.5,32.7,0.9349,12,06,2004,01,0
52.0,1368.0,24.1,32.0,0.9467,12,06,2004,02,0
61.0,1489.0,19.8,46.0,1.0524,12,06,2004,06,0
64.0,1451.0,21.3,42.3,1.0625,12,06,2004,07,0
81.0,1622.0,21.3,41.8,1.0449,12,06,2004,08,0
92.0,1789.0,24.0,36.6,1.0772,12,06,2004,09,0
101.0,1700.0,31.9,25.8,1.2023,12,06,2004,12,0
91.0,1658.0,35.1,21.8,1.2093,12,06,2004,13,0
68.0,1573.0,36.0,20.5,1.1995,12,06,2004,14,0
84.0,1678.0,36.4,21.0,1.2515,12,06,2004,16,0
76.0,1605.0,35.2,22.6,1.267,12,06,2004,17,0
61.0,1599.0,32.5,27.6,1.3229,12,06,2004,18,0
52.0,1601.0,29.1,35.1,1.3919,12,06,2004,19,0
59.0,1618.0,26.9,39.7,1.3898,12,06,2004,20,0
89.0,1806.0,26.1,42.2,1.4039,12,06,2004,21,0
113.0,1860.0,25.5,43.8,1.4095,12,06,2004,22,0
112.0,1870.0,24.9,45.6,1.4135,12,06,2004,23,0
89.0,1729.0,25.2,45.2,1.4262,13,06,2004,00,6
53.0,1620.0,25.4,45.5,1.457,13,06,2004,01,6
36.0,1500.0,26.2,43.6,1.4599,13,06,2004,02,6
39.0,1511.0,24.4,48.3,1.4499,13,06,2004,04,6
33.0,1444.0,23.3,51.0,1.4346,13,06,2004,05,6
36.0,1322.0,21.4,47.8,1.2005,13,06,2004,07,6
52.0,1286.0,20.8,40.7,0.9882,13,06,2004,09,6
74.0,1325.0,21.7,38.3,0.9842,13,06,2004,11,6
65.0,1302.0,24.4,29.6,0.8921,13,06,2004,12,6
49.0,1350.0,22.4,39.0,1.04,13,06,2004,15,6
56.0,1379.0,22.0,41.7,1.0865,13,06,2004,16,6
59.0,1387.0,21.7,42.7,1.0949,13,06,2004,17,6
72.0,1378.0,20.3,42.6,1.0045,13,06,2004,19,6
71.0,1403.0,20.1,45.2,1.0538,13,06,2004,21,6
54.0,1337.0,19.8,45.7,1.0424,13,06,2004,22,6
57.0,1351.0,19.6,45.3,1.0244,13,06,2004,23,6
45.0,1311.0,19.4,45.9,1.0242,14,06,2004,00,0
30.0,1261.0,19.7,44.8,1.0172,14,06,2004,01,0
16.0,1235.0,19.5,46.3,1.0363,14,06,2004,02,0
18.0,1256.0,19.1,50.7,1.109,14,06,2004,04,0
28.0,1301.0,19.1,52.7,1.1545,14,06,2004,05,0
92.0,1584.0,21.1,46.2,1.1389,14,06,2004,07,0
96.0,1665.0,21.5,44.5,1.129,14,06,2004,08,0
84.0,1613.0,24.8,39.1,1.2039,14,06,2004,10,0
73.0,1538.0,23.9,42.1,1.2335,14,06,2004,11,0
72.0,1544.0,25.5,38.3,1.2328,14,06,2004,12,0
68.0,1585.0,25.4,39.2,1.2534,14,06,2004,13,0
62.0,1449.0,25.6,37.0,1.2006,14,06,2004,14,0
70.0,1550.0,24.5,38.4,1.1669,14,06,2004,15,0
83.0,1563.0,23.9,39.9,1.1639,14,06,2004,16,0
103.0,1726.0,23.5,41.2,1.1759,14,06,2004,18,0
74.0,1531.0,21.7,46.5,1.1917,14,06,2004,20,0
74.0,1487.0,22.2,44.1,1.1654,14,06,2004,22,0
72.0,1514.0,21.8,45.6,1.1763,14,06,2004,23,0
79.0,1532.0,21.6,46.0,1.1742,15,06,2004,00,1
43.0,1400.0,21.6,45.8,1.1715,15,06,2004,01,1
33.0,1335.0,20.7,48.3,1.168,15,06,2004,02,1
38.0,1392.0,20.8,48.5,1.18,15,06,2004,04,1
69.0,1651.0,19.9,51.8,1.1911,15,06,2004,06,1
116.0,2319.0,20.9,49.3,1.2049,15,06,2004,07,1
109.0,1763.0,28.8,29.1,1.1349,15,06,2004,10,1
115.0,1928.0,30.3,26.9,1.1399,15,06,2004,11,1
118.0,1863.0,32.8,23.3,1.138,15,06,2004,12,1
118.0,1745.0,33.9,21.4,1.1135,15,06,2004,13,1
137.0,1852.0,35.3,18.8,1.0572,15,06,2004,16,1
148.0,1856.0,30.8,28.7,1.2507,15,06,2004,18,1
127.0,1884.0,26.8,35.1,1.2201,15,06,2004,20,1
109.0,1763.0,25.3,39.4,1.2524,15,06,2004,21,1
114.0,1728.0,23.0,44.4,1.2354,15,06,2004,23,1
104.0,1770.0,22.2,53.9,1.4237,16,06,2004,00,2
81.0,1645.0,20.9,59.8,1.4659,16,06,2004,01,2
51.0,1522.0,21.3,58.1,1.457,16,06,2004,02,2
40.0,1471.0,20.3,58.9,1.3878,16,06,2004,04,2
34.0,1462.0,21.3,54.5,1.3682,16,06,2004,05,2
61.0,1640.0,20.6,57.4,1.3753,16,06,2004,06,2
95.0,2084.0,21.3,56.9,1.4226,16,06,2004,07,2
142.0,2530.0,22.9,52.4,1.4442,16,06,2004,08,2
115.0,1879.0,27.1,38.8,1.3705,16,06,2004,10,2
85.0,1703.0,30.1,30.9,1.2958,16,06,2004,12,2
110.0,1839.0,32.7,25.8,1.2547,16,06,2004,13,2
107.0,1748.0,33.6,24.4,1.2472,16,06,2004,15,2
125.0,1986.0,28.3,31.7,1.1968,16,06,2004,19,2
139.0,1930.0,26.5,35.0,1.1981,16,06,2004,20,2
107.0,1840.0,23.3,43.4,1.2251,16,06,2004,22,2
98.0,1838.0,22.5,45.3,1.2226,16,06,2004,23,2
97.0,1854.0,21.8,47.8,1.2325,17,06,2004,00,3
95.0,1722.0,20.9,51.0,1.2446,17,06,2004,01,3
51.0,1479.0,18.8,58.6,1.2581,17,06,2004,04,3
44.0,1473.0,20.2,53.8,1.2569,17,06,2004,05,3
100.0,2241.0,20.2,54.5,1.2777,17,06,2004,07,3
125.0,2385.0,21.9,49.9,1.2957,17,06,2004,08,3
154.0,2128.0,25.2,43.0,1.3548,17,06,2004,09,3
125.0,1705.0,28.0,36.6,1.3603,17,06,2004,10,3
105.0,1728.0,27.4,37.0,1.3319,17,06,2004,12,3
103.0,1697.0,29.4,32.9,1.3244,17,06,2004,13,3
106.0,1682.0,31.3,28.7,1.2885,17,06,2004,14,3
102.0,1684.0,30.9,30.3,1.3306,17,06,2004,16,3
125.0,1907.0,29.0,33.4,1.3169,17,06,2004,19,3
94.0,1724.0,25.2,43.0,1.358,17,06,2004,22,3
120.0,1983.0,24.6,45.8,1.394,17,06,2004,23,3
81.0,1592.0,23.5,48.3,1.3777,18,06,2004,01,4
43.0,1467.0,24.0,45.8,1.3467,18,06,2004,02,4
59.0,1598.0,20.4,54.1,1.28,18,06,2004,06,4
92.0,1922.0,20.8,52.6,1.2758,18,06,2004,07,4
151.0,2157.0,25.2,42.9,1.3552,18,06,2004,09,4
141.0,1949.0,33.3,27.8,1.4013,18,06,2004,11,4
129.0,1856.0,34.9,24.9,1.363,18,06,2004,12,4
147.0,1840.0,37.2,21.6,1.3514,18,06,2004,16,4
180.0,1956.0,35.6,23.4,1.341,18,06,2004,17,4
164.0,1834.0,33.1,24.3,1.2087,18,06,2004,18,4
180.0,2043.0,30.5,29.5,1.2635,18,06,2004,19,4
98.0,1796.0,25.2,46.6,1.4733,18,06,2004,22,4
87.0,1731.0,24.4,47.4,1.4301,19,06,2004,00,5
80.0,1604.0,23.3,49.9,1.4135,19,06,2004,01,5
62.0,1528.0,23.8,47.3,1.3783,19,06,2004,02,5
54.0,1511.0,21.2,55.0,1.3689,19,06,2004,04,5
56.0,1472.0,21.7,52.6,1.35,19,06,2004,05,5
72.0,1595.0,23.5,47.6,1.3611,19,06,2004,07,5
86.0,1697.0,24.6,44.9,1.3661,19,06,2004,08,5
98.0,1736.0,29.3,35.9,1.4411,19,06,2004,10,5
102.0,1743.0,31.2,32.4,1.4517,19,06,2004,11,5
84.0,1714.0,34.4,26.6,1.423,19,06,2004,12,5
43.0,1463.0,18.2,57.6,1.193,21,06,2004,05,0
64.0,1639.0,18.6,56.0,1.1865,21,06,2004,06,0
91.0,1910.0,20.8,48.0,1.1702,21,06,2004,07,0
109.0,2138.0,23.3,38.6,1.0919,21,06,2004,08,0
110.0,1753.0,25.1,32.4,1.017,21,06,2004,09,0
111.0,1597.0,27.8,25.8,0.9473,21,06,2004,10,0
106.0,1480.0,29.6,21.0,0.8548,21,06,2004,11,0
104.0,1467.0,30.2,18.0,0.7613,21,06,2004,12,0
76.0,1454.0,30.1,18.5,0.7747,21,06,2004,13,0
84.0,1504.0,29.5,19.4,0.7872,21,06,2004,14,0
102.0,1564.0,31.1,18.2,0.8079,21,06,2004,15,0
124.0,1645.0,30.1,19.3,0.8083,21,06,2004,17,0
147.0,1787.0,28.6,22.3,0.859,21,06,2004,18,0
126.0,1793.0,24.5,35.7,1.0807,21,06,2004,20,0
112.0,1737.0,23.1,41.5,1.1582,21,06,2004,21,0
80.0,1594.0,20.9,48.9,1.1945,21,06,2004,23,0
79.0,1570.0,20.5,49.9,1.1903,22,06,2004,00,1
49.0,1462.0,20.0,50.9,1.1794,22,06,2004,01,1
36.0,1374.0,22.1,44.3,1.1665,22,06,2004,02,1
40.0,1343.0,19.8,50.3,1.1444,22,06,2004,04,1
37.0,1381.0,19.0,52.8,1.1489,22,06,2004,05,1
67.0,1594.0,17.8,56.5,1.1375,22,06,2004,06,1
106.0,2002.0,18.2,55.8,1.1529,22,06,2004,07,1
134.0,2394.0,20.6,47.7,1.1448,22,06,2004,08,1
123.0,1832.0,22.8,41.9,1.1496,22,06,2004,09,1
136.0,1856.0,27.1,31.7,1.1147,22,06,2004,10,1
109.0,1766.0,30.4,26.4,1.131,22,06,2004,11,1
144.0,1940.0,31.1,26.2,1.1647,22,06,2004,12,1
126.0,1772.0,30.8,26.7,1.168,22,06,2004,14,1
120.0,1782.0,33.5,22.9,1.1649,22,06,2004,16,1
145.0,2011.0,33.1,23.5,1.1673,22,06,2004,17,1
139.0,2017.0,31.7,25.9,1.1883,22,06,2004,18,1
148.0,2085.0,29.0,30.4,1.2013,22,06,2004,19,1
93.0,1640.0,25.2,36.4,1.1528,22,06,2004,21,1
104.0,1807.0,23.8,39.6,1.1558,22,06,2004,23,1
83.0,1631.0,22.9,43.6,1.1974,23,06,2004,00,2
40.0,1396.0,21.7,46.8,1.2031,23,06,2004,05,2
51.0,1656.0,20.3,52.3,1.2367,23,06,2004,06,2
117.0,2210.0,20.5,52.3,1.245,23,06,2004,07,2
136.0,2090.0,24.0,43.1,1.2677,23,06,2004,09,2
152.0,1944.0,28.5,31.7,1.2144,23,06,2004,10,2
106.0,1762.0,34.9,20.5,1.1279,23,06,2004,12,2
101.0,1711.0,35.4,19.9,1.1222,23,06,2004,13,2
110.0,1786.0,34.4,22.5,1.205,23,06,2004,14,2
124.0,1854.0,34.8,22.8,1.2488,23,06,2004,15,2
137.0,1825.0,34.3,22.4,1.1907,23,06,2004,16,2
163.0,2118.0,28.5,33.3,1.2775,23,06,2004,20,2
121.0,1829.0,27.3,35.3,1.2606,23,06,2004,21,2
120.0,2023.0,24.7,47.1,1.44,23,06,2004,23,2
103.0,1978.0,23.6,59.8,1.7193,24,06,2004,00,3
44.0,1645.0,23.3,59.4,1.6753,24,06,2004,02,3
35.0,1528.0,23.7,53.5,1.546,24,06,2004,04,3
54.0,1548.0,22.1,56.2,1.48,24,06,2004,06,3
77.0,1750.0,24.7,45.9,1.4061,24,06,2004,08,3
74.0,1649.0,27.0,40.8,1.4286,24,06,2004,09,3
58.0,1561.0,31.9,30.3,1.4125,24,06,2004,12,3
55.0,1576.0,32.8,28.9,1.412,24,06,2004,13,3
65.0,1565.0,35.3,23.7,1.3331,24,06,2004,15,3
89.0,1602.0,35.3,20.8,1.1664,24,06,2004,17,3
103.0,1732.0,33.3,23.9,1.2085,24,06,2004,18,3
128.0,1934.0,30.3,30.8,1.3044,24,06,2004,19,3
125.0,2176.0,27.1,38.9,1.3758,24,06,2004,21,3
119.0,1967.0,25.4,43.2,1.3805,24,06,2004,22,3
126.0,2114.0,24.6,45.3,1.3767,24,06,2004,23,3
94.0,1752.0,23.0,48.1,1.3322,25,06,2004,01,4
52.0,1457.0,24.8,43.4,1.3366,25,06,2004,02,4
64.0,1427.0,21.7,50.2,1.2917,25,06,2004,04,4
88.0,1743.0,20.1,57.0,1.3216,25,06,2004,06,4
104.0,1927.0,21.5,51.8,1.3129,25,06,2004,07,4
125.0,1968.0,22.9,48.7,1.3416,25,06,2004,08,4
113.0,1671.0,29.9,33.2,1.3793,25,06,2004,10,4
102.0,1713.0,32.9,28.0,1.3789,25,06,2004,11,4
93.0,1684.0,34.7,22.6,1.2297,25,06,2004,13,4
89.0,1596.0,35.5,20.3,1.1586,25,06,2004,14,4
129.0,1786.0,29.9,19.8,0.8211,25,06,2004,19,4
137.0,1680.0,26.1,24.7,0.8233,25,06,2004,21,4
130.0,1670.0,25.0,28.7,0.8944,25,06,2004,22,4
121.0,1598.0,24.3,31.0,0.9268,25,06,2004,23,4
79.0,1398.0,24.0,31.2,0.919,26,06,2004,00,5
69.0,1390.0,22.4,34.9,0.9362,26,06,2004,01,5
61.0,1382.0,21.2,37.6,0.9355,26,06,2004,02,5
58.0,1321.0,21.2,39.4,0.9802,26,06,2004,04,5
58.0,1314.0,19.5,42.4,0.9515,26,06,2004,05,5
104.0,1680.0,19.7,44.1,1.0039,26,06,2004,07,5
129.0,1791.0,24.5,34.3,1.0407,26,06,2004,09,5
101.0,1508.0,34.5,18.9,1.0168,26,06,2004,11,5
86.0,1523.0,37.7,16.0,1.0231,26,06,2004,13,5
69.0,1446.0,38.3,15.8,1.0465,26,06,2004,14,5
65.0,1481.0,38.4,17.5,1.1609,26,06,2004,15,5
73.0,1567.0,34.0,26.4,1.3781,26,06,2004,17,5
78.0,1599.0,32.3,30.4,1.445,26,06,2004,18,5
98.0,1726.0,30.5,33.9,1.4564,26,06,2004,19,5
99.0,1686.0,29.2,37.8,1.5098,26,06,2004,20,5
83.0,1645.0,28.4,39.1,1.4881,26,06,2004,21,5
88.0,1747.0,27.7,40.6,1.4828,26,06,2004,22,5
117.0,1938.0,27.2,42.5,1.5069,26,06,2004,23,5
97.0,1830.0,26.5,44.8,1.528,27,06,2004,00,6
75.0,1750.0,25.5,47.6,1.5318,27,06,2004,01,6
53.0,1638.0,25.2,47.8,1.5076,27,06,2004,02,6
45.0,1522.0,23.2,52.3,1.4668,27,06,2004,04,6
42.0,1490.0,24.0,50.3,1.4811,27,06,2004,05,6
44.0,1496.0,23.5,51.2,1.4634,27,06,2004,06,6
50.0,1511.0,23.5,50.8,1.452,27,06,2004,07,6
110.0,1648.0,35.2,24.8,1.3854,27,06,2004,11,6
50.0,1339.0,41.3,12.8,0.9933,27,06,2004,14,6
54.0,1294.0,41.8,11.9,0.9476,27,06,2004,15,6
90.0,1488.0,42.2,14.2,1.1609,27,06,2004,16,6
110.0,1609.0,38.9,21.4,1.4605,27,06,2004,18,6
103.0,1685.0,34.3,26.0,1.3865,27,06,2004,19,6
120.0,1695.0,32.7,27.7,1.3439,27,06,2004,20,6
137.0,1751.0,29.0,33.6,1.3277,27,06,2004,22,6
78.0,1616.0,27.2,38.9,1.3821,28,06,2004,00,0
41.0,1444.0,26.0,41.2,1.3598,28,06,2004,02,0
39.0,1438.0,24.0,46.6,1.37,28,06,2004,04,0
60.0,1447.0,24.0,46.4,1.3689,28,06,2004,05,0
119.0,2172.0,23.6,47.3,1.3634,28,06,2004,07,0
159.0,2568.0,25.5,43.1,1.3891,28,06,2004,08,0
182.0,2199.0,28.5,36.8,1.4128,28,06,2004,09,0
144.0,1795.0,36.3,23.4,1.3902,28,06,2004,11,0
118.0,1748.0,37.5,21.5,1.3673,28,06,2004,12,0
106.0,1773.0,39.6,19.0,1.3447,28,06,2004,13,0
97.0,1739.0,40.1,19.3,1.4013,28,06,2004,14,0
129.0,1820.0,40.4,20.0,1.4854,28,06,2004,15,0
163.0,1905.0,39.1,19.6,1.3542,28,06,2004,17,0
160.0,2023.0,37.0,21.9,1.3503,28,06,2004,18,0
115.0,1912.0,31.9,30.6,1.4201,28,06,2004,20,0
92.0,1760.0,29.7,33.9,1.3874,28,06,2004,21,0
99.0,1786.0,28.6,36.8,1.416,28,06,2004,22,0
96.0,1790.0,27.8,38.7,1.4187,28,06,2004,23,0
80.0,1748.0,27.8,40.0,1.4691,29,06,2004,00,1
65.0,1592.0,27.5,41.3,1.4962,29,06,2004,01,1
46.0,1534.0,27.3,41.6,1.4906,29,06,2004,02,1
57.0,1519.0,24.8,48.0,1.4857,29,06,2004,04,1
54.0,1504.0,25.9,45.1,1.4889,29,06,2004,05,1
62.0,1634.0,25.3,47.6,1.5108,29,06,2004,06,1
102.0,2316.0,24.7,49.5,1.5201,29,06,2004,07,1
121.0,1963.0,28.3,39.8,1.5053,29,06,2004,09,1
132.0,1968.0,32.4,32.3,1.5484,29,06,2004,10,1
122.0,1870.0,35.4,27.8,1.5733,29,06,2004,11,1
148.0,1955.0,35.5,27.4,1.5635,29,06,2004,12,1
133.0,1963.0,37.8,24.4,1.5722,29,06,2004,13,1
130.0,1825.0,37.2,25.5,1.5914,29,06,2004,14,1
141.0,1912.0,37.2,25.6,1.6014,29,06,2004,15,1
172.0,2040.0,38.0,25.0,1.6312,29,06,2004,16,1
181.0,2268.0,36.9,27.8,1.7099,29,06,2004,18,1
202.0,2332.0,34.7,31.9,1.7325,29,06,2004,19,1
120.0,1979.0,31.9,38.4,1.7897,29,06,2004,20,1
115.0,1994.0,30.5,42.3,1.8173,29,06,2004,21,1
112.0,1929.0,29.3,45.8,1.8362,29,06,2004,22,1
97.0,1985.0,28.2,48.1,1.8144,29,06,2004,23,1
44.0,1683.0,26.0,54.9,1.8141,30,06,2004,02,2
42.0,1558.0,26.9,51.8,1.805,30,06,2004,04,2
57.0,1656.0,24.6,59.1,1.8013,30,06,2004,05,2
61.0,1738.0,26.4,53.1,1.7987,30,06,2004,06,2
106.0,1992.0,27.3,46.4,1.6542,30,06,2004,07,2
190.0,1920.0,37.0,26.5,1.6352,30,06,2004,11,2
152.0,1810.0,39.3,22.2,1.552,30,06,2004,14,2
168.0,1765.0,39.7,20.4,1.4594,30,06,2004,16,2
226.0,2250.0,38.8,24.2,1.6433,30,06,2004,17,2
207.0,2485.0,33.5,38.0,1.939,30,06,2004,18,2
197.0,2205.0,34.0,32.9,1.7251,30,06,2004,19,2
158.0,2040.0,31.9,33.7,1.5663,30,06,2004,20,2
110.0,1941.0,28.9,41.0,1.6096,30,06,2004,22,2
112.0,1921.0,27.8,45.2,1.6604,30,06,2004,23,2
102.0,1874.0,27.1,47.4,1.6701,01,07,2004,00,2
77.0,1800.0,26.2,49.4,1.6555,01,07,2004,01,2
50.0,1607.0,26.9,49.3,1.7196,01,07,2004,02,2
40.0,1568.0,24.9,54.6,1.6908,01,07,2004,04,2
66.0,1685.0,23.4,58.6,1.6651,01,07,2004,05,2
60.0,1711.0,24.4,55.2,1.6604,01,07,2004,06,2
120.0,2337.0,26.6,51.2,1.7565,01,07,2004,08,2
149.0,1942.0,31.6,39.4,1.7969,01,07,2004,10,2
125.0,1805.0,34.2,31.8,1.6837,01,07,2004,11,2
132.0,1940.0,36.6,27.1,1.6352,01,07,2004,12,2
114.0,1842.0,37.6,26.9,1.715,01,07,2004,13,2
121.0,1814.0,37.8,26.9,1.7392,01,07,2004,15,2
127.0,1730.0,37.8,22.7,1.4653,01,07,2004,16,2
157.0,1949.0,36.9,24.7,1.5134,01,07,2004,17,2
179.0,2168.0,32.5,30.9,1.4875,01,07,2004,19,2
112.0,1779.0,27.7,39.3,1.4372,01,07,2004,22,2
105.0,1862.0,26.1,45.3,1.5115,02,07,2004,00,5
54.0,1513.0,25.3,47.2,1.5025,02,07,2004,04,5
61.0,1500.0,25.1,48.0,1.5115,02,07,2004,05,5
63.0,1629.0,24.8,50.6,1.5654,02,07,2004,06,5
102.0,2077.0,25.7,49.7,1.615,02,07,2004,07,5
149.0,2559.0,27.4,45.5,1.6396,02,07,2004,08,5
158.0,1952.0,33.6,28.7,1.4693,02,07,2004,10,5
112.0,1745.0,34.6,27.7,1.4991,02,07,2004,11,5
108.0,1810.0,35.6,27.2,1.5557,02,07,2004,12,5
120.0,1771.0,36.9,23.3,1.4313,02,07,2004,13,5
117.0,1732.0,38.8,20.7,1.4036,02,07,2004,14,5
174.0,1647.0,34.8,19.3,1.0543,02,07,2004,17,5
163.0,1691.0,33.6,20.7,1.059,02,07,2004,18,5
161.0,1729.0,31.4,18.5,0.8376,02,07,2004,19,5
154.0,1688.0,29.5,23.8,0.9623,02,07,2004,20,5
124.0,1588.0,27.4,27.1,0.9736,02,07,2004,21,5
119.0,1643.0,25.5,34.0,1.0935,02,07,2004,23,5
131.0,1738.0,24.0,37.8,1.1125,03,07,2004,00,6
84.0,1528.0,24.2,37.3,1.1118,03,07,2004,01,6
68.0,1479.0,20.2,50.7,1.1844,03,07,2004,05,6
101.0,1743.0,21.4,48.0,1.2086,03,07,2004,07,6
120.0,1885.0,23.2,43.9,1.2344,03,07,2004,08,6
124.0,1725.0,25.3,40.7,1.2921,03,07,2004,09,6
113.0,1669.0,29.9,31.1,1.2883,03,07,2004,10,6
97.0,1536.0,33.9,21.3,1.1067,03,07,2004,11,6
94.0,1550.0,36.3,16.0,0.9465,03,07,2004,12,6
86.0,1436.0,36.6,15.2,0.9177,03,07,2004,13,6
70.0,1391.0,37.9,15.0,0.9721,03,07,2004,15,6
82.0,1479.0,38.0,16.8,1.0933,03,07,2004,16,6
93.0,1524.0,36.9,17.5,1.0789,03,07,2004,17,6
89.0,1454.0,35.3,17.0,0.9561,03,07,2004,18,6
67.0,1537.0,29.1,29.6,1.1792,03,07,2004,20,6
109.0,1726.0,26.7,35.8,1.2318,03,07,2004,22,6
103.0,1710.0,25.2,42.7,1.3473,03,07,2004,23,6
101.0,1840.0,24.0,51.9,1.5252,04,07,2004,00,2
71.0,1585.0,24.5,44.4,1.3476,04,07,2004,01,2
71.0,1639.0,22.6,51.0,1.3805,04,07,2004,02,2
44.0,1559.0,21.3,56.7,1.4178,04,07,2004,06,2
42.0,1573.0,23.0,54.6,1.5177,04,07,2004,07,2
65.0,1634.0,25.4,49.3,1.5732,04,07,2004,09,2
68.0,1606.0,29.6,37.7,1.544,04,07,2004,10,2
58.0,1543.0,33.9,26.2,1.3664,04,07,2004,11,2
46.0,1394.0,37.9,18.8,1.222,04,07,2004,13,2
47.0,1307.0,39.3,14.5,1.0149,04,07,2004,15,2
103.0,1541.0,32.3,19.7,0.9345,04,07,2004,19,2
97.0,1541.0,30.1,23.5,0.9869,04,07,2004,20,2
108.0,1631.0,28.2,28.7,1.0806,04,07,2004,21,2
104.0,1656.0,25.3,39.2,1.2452,04,07,2004,23,2
55.0,1412.0,25.5,35.7,1.1499,05,07,2004,01,4
56.0,1422.0,19.7,51.4,1.1688,05,07,2004,04,4
43.0,1387.0,21.6,45.7,1.1665,05,07,2004,05,4
57.0,1521.0,21.1,47.3,1.1654,05,07,2004,06,4
80.0,1815.0,21.6,44.1,1.1269,05,07,2004,07,4
134.0,2311.0,23.7,37.9,1.0988,05,07,2004,08,4
157.0,1901.0,26.0,30.1,0.9953,05,07,2004,09,4
147.0,1638.0,34.1,19.1,1.0048,05,07,2004,11,4
140.0,1633.0,36.2,18.0,1.0636,05,07,2004,12,4
137.0,1641.0,37.4,17.3,1.0914,05,07,2004,13,4
132.0,1624.0,40.1,16.1,1.1699,05,07,2004,16,4
174.0,1942.0,39.3,18.9,1.3251,05,07,2004,17,4
203.0,2072.0,37.3,19.9,1.2437,05,07,2004,18,4
125.0,1768.0,30.7,28.9,1.2501,05,07,2004,20,4
98.0,1684.0,28.8,32.8,1.2776,05,07,2004,21,4
104.0,1674.0,26.2,39.7,1.3249,05,07,2004,23,4
105.0,1694.0,25.4,43.0,1.37,06,07,2004,00,0
75.0,1497.0,25.8,41.0,1.3461,06,07,2004,01,0
60.0,1510.0,23.3,48.4,1.3677,06,07,2004,02,0
36.0,1410.0,23.5,46.7,1.3361,06,07,2004,04,0
145.0,2460.0,24.9,43.3,1.3422,06,07,2004,08,0
162.0,1954.0,26.7,39.4,1.3556,06,07,2004,09,0
147.0,1835.0,30.5,32.9,1.4135,06,07,2004,10,0
132.0,1818.0,34.2,27.2,1.4404,06,07,2004,11,0
132.0,1622.0,39.9,15.8,1.141,06,07,2004,14,0
151.0,1604.0,40.2,13.9,1.02,06,07,2004,15,0
192.0,1845.0,39.5,12.6,0.8894,06,07,2004,17,0
194.0,1946.0,37.9,13.9,0.9015,06,07,2004,18,0
159.0,1975.0,32.6,20.6,0.9939,06,07,2004,20,0
125.0,1717.0,30.4,23.2,0.9889,06,07,2004,21,0
108.0,1668.0,28.8,25.1,0.9793,06,07,2004,22,0
95.0,1609.0,26.3,33.7,1.1377,07,07,2004,01,2
69.0,1463.0,25.7,33.9,1.1065,07,07,2004,02,2
